employee_id,first_name,last_name,email,phone_number,department,position,hire_date,base_salary,bonus,currency,annual_leave_balance,sick_leave_balance,performance_rating,review_period,last_review_date,password_hash,last_login
301,Samantha,Holland,vyoung@martin.com,541.100.3588x35574,HR,Engineer,05/01/2016,68835.92,9255.28,EUR,6,3,1.56,Q1 2024,05/07/2024,e5774880ca51b77c3dee99b390bcc50fdb7b036a16841e9c3cc085818e072d75,04/09/2024 6:06
302,Maureen,Duarte,jasongonzalez@bennett.com,+1-928-185-3481x68807,Sales,Coordinator,22/05/2018,118885.08,9468.3,EUR,17,15,4,Q4 2023,10/08/2024,f4bf8f26aa93a3b5da26f24f91cf2fd88df785147c032fda1bd1272d5781c828,09/02/2024 17:55
303,Jose,Sellers,marshallmark@gmail.com,714.402.4852x78498,Marketing,Coordinator,18/06/2018,89414.37,6808.31,USD,7,1,2.5,Q1 2024,23/01/2024,4cb0543a2df720cc83bab4dbd3eaf0f4745e835476afa3f831a8c68347a2a611,05/03/2024 16:51
304,Anna,Marsh,rosemark@gmail.com,001-288-877-1642x187,IT,Analyst,15/07/2015,38598.33,7416.09,USD,9,5,2.98,Q1 2024,11/04/2024,2a702e1b30816ca722dd5a4847e498573823917b2d46efb4c1822c60661f5774,05/05/2024 11:29
305,Colleen,Carter,xmoore@hill-torres.com,(892)651-7588x9989,Finance,Executive,27/07/2024,77276.21,8883.75,USD,20,5,3.03,Q2 2024,19/06/2024,f6eb743ede7535e81f5ff4d44e8641f2e71dd0b8566b6f358d2de159e155c364,16/07/2024 14:03
306,Barbara,Gonzalez,kennethsmith@gmail.com,(278)170-1406,Finance,Executive,13/10/2021,107717.61,6472.73,EUR,22,11,3.5,Q2 2024,15/03/2024,8ee27c2e70ed1475a436af99017436df9241fd2ac74b32396f126540e3f29779,09/01/2024 1:24
307,Stephen,Gonzalez,cody93@dickson-baker.com,-10374,HR,Coordinator,12/04/2019,69396.99,3498.72,USD,17,0,3.74,Q2 2024,05/08/2024,3def78b7902d63648369815c1600bdf6ca2d755134f3e714433936e5281679f5,08/07/2024 19:28
308,Joy,Hays,mmelendez@cooper-sullivan.net,(656)306-1809,Sales,Analyst,08/06/2024,82021.39,3125.41,USD,19,1,4.46,Q2 2024,13/09/2024,b850a877b5e55c4020870ee21e909b8f45f534ce3b03203e1f0bea6c8b1b5db0,25/02/2024 10:54
309,Ryan,Abbott,torreslori@chandler.com,051.632.4863,Marketing,Engineer,24/05/2017,106896.69,1879.89,EUR,0,3,4.93,Q3 2024,26/07/2024,bb27d77aac56fb34f8f50c5574811b12e1468002d422c84e42448a15adac53a2,09/07/2024 7:24
310,Amber,Martinez,rebeccawest@peterson-allen.biz,(316)023-1064,Finance,Coordinator,11/01/2019,87417.27,8303.21,USD,3,15,1.56,Q2 2024,08/08/2024,f52343c0254f52ae7e0dbc0ce7bf2dfa923d87b010dd8b37147f1f39a26e2937,15/04/2024 20:28
311,Ryan,Martinez,maldonadoelizabeth@gmail.com,312.619.4188x359,HR,Executive,01/07/2021,114184.3,8348.26,EGP,4,0,1.54,Q3 2024,01/05/2024,7ad41668b0c6fb22e837411dfe5214cc2bad05e4cf41febab7adde78c72b077f,22/05/2024 11:47
312,Bianca,Palmer,graveskyle@diaz.biz,001-133-326-1752,HR,Executive,04/12/2017,41523.71,5989.35,USD,14,11,4.98,Q3 2024,28/04/2024,f73c40935c49511bad8690944fdb9e02b275010ed02744790345566a51b12116,30/06/2024 22:59
313,Brandi,Beasley,ryanwood@yahoo.com,030.177.5483x7896,Marketing,Manager,02/07/2023,76711.8,3095.71,USD,5,6,4.26,Q2 2024,14/03/2024,9bb1c5887cb07ee3feecedea490f9d415f178c64ce3af50f9c4ec266087ddc0e,22/03/2024 22:09
314,Dale,Mann,nicole75@stewart.com,(811)101-2192x8124,Marketing,Manager,18/08/2019,70460.14,6435.57,EGP,4,2,1.92,Q1 2024,10/09/2024,36557b8d0ef8538364509d7bd5c3c4464316c873f9c2807f3693cbe317181513,19/02/2024 16:43
315,Matthew,Conrad,owensscott@yahoo.com,501.401.3256,Marketing,Executive,24/04/2024,119746.99,8323.27,USD,21,1,2.46,Q1 2024,18/07/2024,a969313c22440ff1b3f143de1d144aa6e412854a8cdbf219e10a5be5b8f335d6,19/05/2024 16:54
316,Dennis,Luna,cabreratheresa@yahoo.com,001-530-692-9504x95697,Marketing,Manager,16/01/2021,85712.49,6067.92,EGP,17,6,4.26,Q2 2024,07/02/2024,de38543ae7c571beff59163877f97389447dcfa3b74cd92f4e3b21aa4bec8ab3,31/07/2024 16:47
317,Tracy,Espinoza,moorejulia@yahoo.com,+1-348-270-9156x85307,IT,Coordinator,13/04/2020,113114.13,8276.96,EUR,8,15,1.57,Q3 2024,28/01/2024,57597e6e0e9a68e831cd3e9e2a142dbab4b3e54c543988a0f35074f7cacc6799,01/10/2024 5:23
318,Rachel,Mata,grobinson@gregory.biz,(625)674-1450x89857,Sales,Analyst,04/06/2020,79146.3,6029.06,EUR,14,14,3.61,Q1 2024,02/05/2024,a1cdd5cb8546c9abad570bfa34fdf79be4e7ae625b10f5895c179c1ef374ae0e,06/09/2024 10:31
319,Kathy,Collins,luisbrown@yahoo.com,8980421079,Sales,Coordinator,23/05/2020,106365.78,4003.53,EUR,27,12,2.9,Q2 2024,12/04/2024,69f018357a8b73ee726736faedf5aebc4a946f811a9f23cd6054bc161fa9b628,15/04/2024 1:54
320,Scott,Tate,christinaallen@johnson.com,+1-356-177-1809x95293,Sales,Analyst,19/02/2017,86267.5,5458.8,USD,8,5,3.58,Q3 2024,17/02/2024,ed0ed5dc75cc16c0d85810366cf5b78628d99bd2230d96e1fdbed447d771a0a4,30/05/2024 6:30
321,Tiffany,Bennett,garyhiggins@hotmail.com,023-246-3512x347,Sales,Manager,25/11/2019,38532.11,8746.99,EGP,30,12,2.19,Q4 2023,31/05/2024,7efc50ecc0ba04079dcacc815194c97b0af24f71365f92c49ddab419b76e5559,17/07/2024 19:23
322,Roy,Adkins,martinezangela@ortiz.com,001-035-028-7912,IT,Executive,07/03/2017,94580.29,8433.41,EGP,11,13,4.47,Q4 2023,04/06/2024,180a8896d2170598561d92e99ceeb7a18a5e2338761257dc8e7b1d6b82401fd0,29/04/2024 12:11
323,Joseph,Robinson,kayla57@walker-collins.biz,-8309,Sales,Manager,03/07/2024,56536.99,5233.87,EUR,24,2,3.93,Q2 2024,05/04/2024,08b40552a4224a97965a35f67205375bd1791a24714ab04d43338645a2dc05f5,26/08/2024 2:40
324,Susan,Harrington,andrew75@scott-tucker.com,076-276-1704x52731,Marketing,Manager,11/11/2022,92839.31,1791.68,USD,23,14,2.76,Q4 2023,24/08/2024,73b4601dcc173511b51e8a97a7c53016e0ef3e198fbc65ad53df4a8e00da44ee,16/08/2024 4:23
325,Leslie,Robinson,udavis@yahoo.com,735-777-1830x53231,Finance,Manager,25/04/2022,79339,3110.23,EUR,21,8,1.78,Q3 2024,05/10/2024,34c4e359741ce4756eb20fdc575ef195b91d409ce0cdac0d95782074defbc80f,16/01/2024 17:54
326,Joseph,Mckinney,timothy91@mitchell.biz,963-406-4600,IT,Engineer,29/12/2015,52024.83,6472.47,EGP,9,1,1.05,Q2 2024,29/07/2024,fd3062ad7f06bc7a0bf4b9c09923dd90681d4c26487c560e96178b499208e9ab,24/06/2024 21:38
327,Tyler,Lee,jeffreyreynolds@yahoo.com,+1-111-701-3709x84128,Sales,Manager,25/12/2020,34435.25,1898.19,USD,0,7,1.75,Q3 2024,18/07/2024,2f0773df79c2d02a406e7ad0a7f2727da496fe3873fcf471ce1102b5d294545a,29/08/2024 5:31
328,Shari,Fox,rebecca50@coleman-carroll.com,-10320,HR,Engineer,05/05/2016,87438.85,3212.73,EUR,24,12,4.01,Q4 2023,23/02/2024,80c15481cc4ac29d540b934a8ceb96203dda83d44607c1ebe71e372431acc026,24/02/2024 20:25
329,Christopher,Gilbert,mccannashley@yahoo.com,043.866.2168,Sales,Manager,17/08/2019,95037.16,8098.3,USD,4,2,4.72,Q3 2024,25/07/2024,aea33135a82bc3200cd5242c5724bc349f28b1914be5a5cfd59b2513f923789e,26/01/2024 10:38
330,Chris,Benitez,origgs@young.net,670.364.0842x04806,IT,Executive,10/11/2018,102981.73,7661.21,EUR,21,5,3.58,Q1 2024,27/05/2024,258532a82dc102fe7adb524a8f38d67596e955c826c09efaffed328d8cbcdfac,02/07/2024 17:05
331,Maria,Mclaughlin,fjohnson@gmail.com,(857)427-7761x0975,IT,Executive,28/04/2017,113276.49,7269.9,EGP,23,10,2.68,Q2 2024,25/03/2024,9067958bbdb425e75a1b5e23d7c1f4ed8311b2a2dfadbdef2a22e2d298cd0cdd,17/06/2024 3:37
332,Christian,Barber,hannah94@hotmail.com,+1-528-764-4962x13469,Sales,Manager,26/01/2018,81066.79,9561.85,EUR,8,9,1.17,Q4 2023,11/08/2024,414fa2fcb7541f641a44dc18558efd3b9c449ae6ae4f3ef174e633b097321884,26/03/2024 22:15
333,Sean,Brown,angelicabrock@blair.com,(245)490-0562x337,HR,Executive,05/09/2024,107320.94,5095.93,USD,25,1,2.05,Q3 2024,01/07/2024,0ae814967e475cb9f511f64b9ea863a760be86407b4ba1fc6160520ad9e5b152,20/08/2024 16:08
334,Holly,Meyers,emilycooper@adams.org,+1-179-060-7477x02640,Sales,Executive,10/07/2017,71974.39,7362.26,EUR,3,0,3.99,Q3 2024,25/08/2024,b548cc11dd9c27eaa040624ea87b3cc9544cc9cf592c3b9a519dbe7112fbab2e,16/03/2024 6:07
335,Kevin,Martinez,williamcruz@gmail.com,716.902.7927x20072,Marketing,Executive,17/03/2017,101784,8299.75,EGP,15,4,2.65,Q3 2024,31/07/2024,431bca3355e5ec22ad258d889098cd35bdee6735d8056bd38040157e5d3b846b,10/04/2024 9:22
336,Kristy,Hughes,marythornton@peters-terrell.biz,683.279.2370,Finance,Coordinator,10/01/2021,91036.56,6232.32,USD,9,6,2.91,Q4 2023,15/05/2024,e49696a798d657b34ca428d2ee74b90afe0da8630fb4666a5785d861242d62d4,08/04/2024 19:20
337,Keith,Miranda,jermaine21@yahoo.com,9845072273,IT,Executive,08/03/2018,30880.61,3451.46,USD,20,14,4.56,Q4 2023,19/05/2024,8ec7ff372c391ebd718566b68dd63f37710fa6d2dc75bc41d002f316d20b597e,31/01/2024 23:15
338,Alison,Cruz,hallnicole@boyer.info,381.005.2865,Finance,Coordinator,25/01/2020,115966.27,8290.27,USD,24,11,1.44,Q1 2024,03/09/2024,3c11611669333f5e2dde9789c5bfa2833097a27425c67fb2af19c4be55ed0ef6,14/09/2024 8:27
339,Eric,Petersen,andreareed@hotmail.com,236-201-3288,Marketing,Engineer,14/11/2016,114736.22,2738.61,USD,17,10,2.38,Q4 2023,30/09/2024,69f408fdc5680883abdf3d85bede6d76226344ea374e4fffb75b7975143f9403,18/01/2024 9:30
340,Emily,Brown,halltravis@whitaker-hardin.org,811.612.5018x1553,Finance,Engineer,14/03/2015,109654.38,4398.43,EGP,8,12,1.43,Q1 2024,20/04/2024,a66849a500b20be28d2ef3c1b04ac388eed512924666c104c25f5b2e11cce235,26/08/2024 21:06
341,Jesse,Cooper,orozcosarah@gmail.com,784.061.5073x921,Finance,Manager,18/06/2018,62376.83,3688.37,EUR,17,6,2.3,Q4 2023,05/10/2024,3562bd164a988149c5f8a8a8021ffb0186bd63922f828864264b432eab810d91,04/09/2024 16:03
342,Cynthia,Potter,yjenkins@yahoo.com,5030488146,HR,Analyst,08/11/2019,57288.4,1388.82,EUR,23,9,1.77,Q1 2024,16/08/2024,96bd3a2d0296996f90923deef35cef1f8949fcdfa81997ca8f00534ebdcf856c,03/05/2024 3:07
343,Ethan,Roberts,tuckerdavid@gmail.com,781.548.2842x78588,IT,Executive,10/08/2017,89418.15,1740.01,EGP,2,15,3.11,Q1 2024,20/09/2024,8952b36aeafab2a5a19f89a9267b05ab5f3c5dcb7f6920ffde3b9297fb920e67,13/08/2024 4:31
344,Dennis,Sloan,lconley@castillo.org,092-596-9840x6118,Sales,Analyst,09/11/2015,67118.56,9296.56,USD,17,8,2.6,Q1 2024,20/05/2024,b6c0d2433639006eb6075a1301cabb91a896ac932970b8106bdc4b4b919a718d,31/08/2024 7:53
345,Robert,Watts,ucalderon@hotmail.com,(235)356-2340x76127,IT,Coordinator,17/09/2020,38295.03,9984.28,USD,2,15,1.3,Q1 2024,20/06/2024,22cac61cd5aa89770a55dbbe67c21e0c7446a3609e711c9d4cbf051dfff2eed1,29/04/2024 1:03
346,Melissa,Cooper,xleonard@gmail.com,(446)687-1666,Sales,Executive,01/02/2017,42237.45,7413.02,USD,28,8,3.64,Q2 2024,17/06/2024,ccc3bb59f5ad07a0410c4f8db177c61875ab4e738b31fc05fb7b2ea73809b7d8,25/01/2024 1:42
347,Rebecca,Palmer,tina68@kennedy-dunn.biz,-3687,Marketing,Coordinator,01/06/2020,80628.85,1511.5,EGP,23,1,1.98,Q2 2024,08/07/2024,d83e198d63ffeb3ed61ab89719035a27968884693e539e85dd3c9355486e8a18,16/03/2024 9:13
348,Ivan,Warner,shaneromero@smith-garrett.info,001-246-678-7074x6495,HR,Engineer,06/05/2016,62208.15,1624.06,EUR,25,11,3.25,Q1 2024,12/07/2024,41ba87c97fc66de33109f0ec98a00bce0da31c3389d7d6c2fa47ddd6e34682b6,05/02/2024 18:41
349,Renee,Ruiz,hernandezmark@willis-smith.net,577-847-5066x565,IT,Executive,24/06/2022,108421.55,5992.07,EUR,5,10,1.43,Q1 2024,31/05/2024,c9906722dcddf9de0519199b3d089eeec8d55d8bbf69a3f9592fc013b5be7e9e,03/05/2024 3:53
350,Nicholas,Collins,qbrock@gmail.com,381.146.8815,IT,Executive,29/10/2022,40717.58,3849.12,USD,17,4,3.1,Q4 2023,27/03/2024,871cfa6a5573c13a08f24401da947d8cf3bfd15321e84167519636fd8c94d766,26/01/2024 14:48
351,Jacob,Krueger,donald84@yahoo.com,001-923-519-0398x1930,Finance,Manager,05/01/2016,59099.34,9008.09,EUR,7,15,2.97,Q3 2024,24/01/2024,4b3d48ddfa69122f6a97c2b21bdd157c23bc18a91ea87cccfb96800578d2aa37,29/06/2024 22:46
352,Robert,Allen,bennettmichael@hotmail.com,001-573-726-0941x788,Marketing,Coordinator,30/09/2024,88468.33,3882.44,EGP,0,6,2.24,Q1 2024,12/04/2024,ea855a06e26adc9a389aed64ecbc3b69367333a97943a71f42e8967c6ca768ae,24/07/2024 16:22
353,Kristina,Diaz,shieldsemily@gmail.com,+1-652-926-4418x6389,Finance,Engineer,01/08/2021,71986.42,2551.65,EGP,4,4,3.62,Q3 2024,10/01/2024,6652cc58a7c6187ec28d2d7506ab5a42ad64525483fee0c2e36137596f217197,01/09/2024 22:37
354,Julie,Carter,lsheppard@gmail.com,5825431409,Marketing,Analyst,01/09/2015,62736.73,8336,EGP,4,8,3.24,Q2 2024,25/02/2024,f3ca1c84eb2720d68773ada2933a43a5971e156008e6234411fc55074f9803db,30/03/2024 15:13
355,Troy,Gillespie,williepetersen@gmail.com,(983)143-7251x786,HR,Coordinator,27/09/2018,68963.41,5947.84,EUR,30,1,2.61,Q2 2024,26/04/2024,98e56704919e56e25ae9ace104e96c3b74d4b0c832495f51d95b50d9f0213a5f,16/04/2024 8:31
356,Robert,Hayes,michaelmiller@gmail.com,+1-647-960-2704x831,Sales,Manager,20/11/2017,44460.28,9605.92,EUR,6,15,4.74,Q4 2023,17/05/2024,e294ddf665d138dddd6fae59a5f2c848ca9abe5f9491240f9475dfd93bb43ad9,05/01/2024 16:00
357,Joseph,Wong,kwaller@gmail.com,186-111-3552,HR,Analyst,19/09/2017,73012.94,8665.81,EUR,4,9,3.83,Q1 2024,03/03/2024,138de510fdc45b7b57121e50578f98a45bb0443599626b19eb3c8c81ddff1f64,10/04/2024 0:59
358,Traci,Flowers,emma21@gmail.com,4794825329,Finance,Engineer,08/03/2024,78513.35,4937.15,EGP,9,12,2.76,Q4 2023,10/04/2024,656447c64bf4aaaf7983ef03b02bce39d092cb948f51c1e9f077d725096f7761,19/09/2024 14:14
359,Briana,Rodriguez,ghodge@yahoo.com,(072)456-3352x04647,Sales,Coordinator,11/12/2018,64493.59,9232.27,EGP,17,13,4.31,Q4 2023,13/02/2024,c80518db050831bd3bded308a413b8cdaa5f5eff066d6fa7c341c8a8971a16b6,10/05/2024 5:22
360,Dustin,Palmer,samanthascott@yahoo.com,191.937.6914x401,Sales,Coordinator,11/12/2019,41975.6,9477.27,USD,17,3,4.14,Q2 2024,26/01/2024,5ef2ec395f553140b07ff75aa7f6c998d36dfd122216396b4719f96ead2e8df3,11/06/2024 13:48
361,Monica,Sharp,shawlaura@rodriguez.biz,(109)452-8614x64026,HR,Engineer,27/11/2018,93540.58,9919,USD,20,10,1.58,Q4 2023,08/05/2024,9fd136abdd831cdccbf146c86c62529ed0d28bfbd8c355ae4de1902d4f8b1f70,16/06/2024 21:52
362,Susan,Atkinson,robert38@hotmail.com,723-623-9915,HR,Coordinator,21/12/2017,95869.88,2041.54,EGP,2,13,2.84,Q2 2024,01/03/2024,6726c08293f1663c9c78d062b5aa24cc10deee5faa0ee61ba9a9f9fa94823858,24/07/2024 16:50
363,Jeremy,Williams,antonio78@giles.com,(293)236-2807x227,Sales,Coordinator,23/01/2021,30334.99,3822.6,USD,26,4,4.48,Q4 2023,11/09/2024,9755dc4bbb8c9ff9e7d810ef62195261f42893b90af50c2288167470d8ec8e6f,07/06/2024 6:18
364,Kristen,Ford,hsimpson@owens-cole.info,+1-850-734-2981x294,Marketing,Manager,17/07/2021,92762.34,5338.2,EGP,13,2,4.63,Q1 2024,06/02/2024,b5bcd2d4c1913146e11e3ea93df6972e82b3f1c539ab63216b20561d3a0d2a21,05/01/2024 19:44
365,Sara,Decker,martinezjoshua@yahoo.com,741.184.3015x47423,Finance,Executive,25/11/2016,48258.43,5621.27,USD,24,6,4.49,Q3 2024,30/01/2024,cdbe0cdc477065773a04b4b2eb5626188e2f29d4e8effedebf2f8e9b4dbfc7db,13/04/2024 18:16
366,Matthew,Ponce,joshua54@thompson-ferguson.com,146-700-9524x68166,Finance,Coordinator,28/10/2014,110570.19,5414.81,EGP,4,7,1.75,Q1 2024,03/08/2024,bbf1ac02022d5c77278ddd3359d856b0032df0694f84d8e6b0cfa9c387010b06,16/08/2024 17:47
367,Alex,Murphy,panderson@anderson.org,+1-266-538-5831x6859,Finance,Executive,06/11/2020,61322.1,1954.62,USD,28,1,1.7,Q4 2023,17/08/2024,207898f89a6b7e4a127cfd884b3cc8165c61ea459070693a67d15aed19b3cdf4,19/01/2024 6:42
368,Matthew,Wilson,lisa67@yahoo.com,989-908-8971,HR,Engineer,18/06/2021,42952.73,3677.72,USD,25,0,3.57,Q3 2024,27/02/2024,3925b49a0245276c02d3ed6aa2030893e30d1eee4c8b0797d61cb183f63e479b,18/03/2024 10:35
369,Gloria,Berry,aanderson@nolan-lee.net,840-994-5618,Marketing,Coordinator,03/10/2021,61119.05,6176.5,EGP,10,5,1.68,Q1 2024,19/03/2024,e693db36cf7b2e240a242ba3d0e1cec1ffe12d2f80243acf8d94eca2b9f9b45d,21/03/2024 21:51
370,Brendan,Martinez,conniewilliams@hernandez-cole.com,579.526.9483x18967,Finance,Executive,08/08/2017,53961.15,4655.73,USD,11,11,2.33,Q4 2023,07/09/2024,3099565314841231112521c89edd180775b47db6828757a1b267097bbefbc6d6,10/09/2024 0:26
371,Michelle,Russell,vguzman@hotmail.com,(565)572-5579,Finance,Executive,09/05/2019,90426.54,6690.25,EUR,21,10,1.19,Q2 2024,01/05/2024,0fe82d54d51447de877d7e2851e1f58412e50f12da0d372692c8284d0610ce19,28/08/2024 11:40
372,Sara,Allen,charles62@esparza.org,207-751-3844,IT,Executive,04/05/2018,45849.07,3663.34,EUR,24,5,4.2,Q3 2024,30/03/2024,9af1e3acadff74695699e646b7847107d61297640bfa72a85c539ed4a837ae61,14/09/2024 5:00
373,Patrick,Smith,qbell@hotmail.com,001-292-858-3142x055,Sales,Engineer,06/02/2017,48959.95,7000.99,EUR,26,14,3.89,Q3 2024,03/10/2024,d31775aac24d775cdb45d9c3bb18c746c03a45efd8ebae445af922f4c3777c4c,31/03/2024 3:50
374,Kelsey,Lee,charlesamanda@owen-palmer.com,393-052-1452,Marketing,Engineer,26/05/2017,52848.52,7971.17,EGP,29,15,1.56,Q1 2024,28/07/2024,77675d8acc5f266d0a47612107970d13740325f5ee24b979275ed3fd9bdc578d,19/07/2024 20:16
375,Christopher,Thomas,williamscynthia@yahoo.com,(036)363-5144x99500,Sales,Analyst,04/01/2017,42187.26,7073.29,USD,1,6,2.52,Q4 2023,18/09/2024,38e6f9c6b6b53b4342dff4887811e098fc7c0d167c586a71f27d0c0b58c08f3d,01/10/2024 6:52
376,Laura,Williams,nnielsen@gmail.com,987-494-1004,Marketing,Coordinator,07/06/2017,76626.13,1339.57,USD,29,11,1.02,Q4 2023,07/09/2024,417de4fd9692051769e1b20833b3af9e3d5bb07d88fed6f157e02e2df3f81e70,01/07/2024 11:02
377,Heather,Ramirez,jacobsheather@miller.biz,7763548033,Sales,Analyst,19/03/2023,49679.91,1100.06,USD,22,5,3.35,Q1 2024,08/07/2024,7a04134a0717ce947abf569021e32bbdc611262072995a8270f9bcfad3777d29,22/04/2024 12:51
378,Gwendolyn,Stewart,daniel80@hotmail.com,+1-763-841-4887x269,Sales,Manager,31/03/2015,58522.78,2071.29,EGP,28,15,1.16,Q1 2024,09/02/2024,a232948ecc6d74a288b310ce251697bf29b4c16fd6ffccf091659540a93870aa,26/03/2024 21:34
379,Alicia,Hayden,qdaniels@hopkins.com,345-973-5506,Finance,Manager,05/05/2022,102070.32,9598.01,EUR,28,3,3.07,Q3 2024,22/01/2024,6a4f8781dee206e02e5cc99c6a082e5b70fd9a14ecdee14ad8170414de204dac,10/01/2024 15:30
380,Robert,Sanchez,pknox@yahoo.com,3001734296,Finance,Manager,03/01/2024,38104.59,7020.7,EUR,15,12,1.31,Q1 2024,12/03/2024,8e36536ec797ea04c4352c081d587a8f5549eccdcac7ba94e9af394dfdd395bf,04/03/2024 17:14
381,Chris,Mathis,vincentburns@hall.com,095.137.7488,IT,Engineer,08/12/2016,74779.06,3286.42,EGP,13,15,3.44,Q1 2024,05/06/2024,ba32e8f91d2845fac48c9512aea0bffcd97be6eae58bf8d5a844d205168e1f38,16/09/2024 14:21
382,Kimberly,Marks,sarahjones@yahoo.com,+1-966-926-8503x6366,Marketing,Manager,22/07/2015,80712.82,7468.89,EGP,15,8,4.11,Q1 2024,10/03/2024,5d5debd1b98b580b965e7ffab0c5ce9d11b713e57d4fda86c7aa76c0abf37bcc,28/06/2024 6:06
383,David,Neal,dwalker@hotmail.com,(543)881-5509,HR,Coordinator,08/05/2022,96745.85,1158.52,EGP,19,6,3.11,Q2 2024,22/08/2024,6044ca23a2ac28b98ed91b60db44f45010d3ca1abed796aa158b4bb9119e5253,06/07/2024 3:03
384,Andrew,Moss,adamstyler@johnson-miller.com,051-379-3963,Marketing,Coordinator,29/05/2015,32547.91,3403.41,EUR,13,5,3.4,Q3 2024,22/01/2024,103ed4ff7f3bef2b963675848fea31d13587de575897d760112e14bcb3c24c46,11/02/2024 20:43
385,James,May,zamoramary@yahoo.com,(139)092-0319,IT,Analyst,20/08/2015,35328.25,7428.67,EUR,9,4,3.86,Q4 2023,17/07/2024,99498edaf48182f108024709e8ed2f5056dee50641794038b40917ca4a7f25ec,09/05/2024 13:40
386,Richard,Hall,james33@mcdaniel.com,(970)901-3148,Marketing,Executive,09/04/2019,42980.95,4481.63,USD,20,4,2.86,Q1 2024,17/09/2024,882a1eaf52f2013925427b2e72c6c5f6f9d08a8c9688ac7fb626f65b08b152a1,19/02/2024 19:35
387,Wendy,Davis,ethompson@russell.com,688.358.4794x2340,HR,Executive,14/08/2017,61633.13,4551.37,EUR,13,14,4.12,Q2 2024,23/01/2024,6bf7a1bc233ed5b5c9bf742c05a7f1c04b7bb7d2bc07ebb32ab617ed6330e5cc,12/03/2024 18:09
388,Lisa,Hill,scott36@yahoo.com,001-822-263-1513,HR,Coordinator,02/09/2016,58358.98,4380.25,EGP,13,2,1.26,Q2 2024,10/06/2024,85a62a0ae774b5a0f7860decfd0df0e8ea9df969ff2e9c463ba6abad969f78d5,28/08/2024 6:43
389,Stephen,Johnson,andrea90@gmail.com,(871)078-1420x73154,HR,Coordinator,28/05/2017,31042.27,8358.88,EGP,25,0,3.54,Q1 2024,27/07/2024,42548a4fd385875bf98b21c8ff5d66a17b7ea5cc44b3163ca4b4b3fd045d56c7,08/09/2024 8:24
390,Jillian,Freeman,michellenixon@yahoo.com,(279)654-6941x8135,Marketing,Engineer,28/08/2023,55597.87,2413.76,USD,23,2,4.22,Q3 2024,31/03/2024,c15863119237498f87e92ec19919032c69cbaa6bdf785c3d9e77326f8ec5e9f8,20/08/2024 15:12
391,Paul,Davis,lcox@valencia.com,+1-145-130-0395x471,HR,Coordinator,13/10/2021,62699.31,3815.73,USD,2,12,4.5,Q4 2023,05/05/2024,2993a6e535fce4cea7ff92efed283833671d95d639813c81e88656f4c9c795df,27/07/2024 12:31
392,Sean,Richards,erikmurray@gmail.com,+1-020-355-7210x0756,IT,Manager,14/11/2016,95848.14,6155.51,EUR,25,3,3.77,Q4 2023,04/05/2024,8a3138e2e1be35d113fa64480e9461c6d7ce14476fda34586131dd0eb29d0bfd,11/03/2024 8:34
393,Patricia,Farmer,powellbenjamin@garcia-wood.com,+1-614-098-2757x125,HR,Executive,27/04/2020,46998.29,2049.98,EGP,16,8,3.68,Q4 2023,03/03/2024,53f776e2ca43cdedd716ec392e080dfe52aa84fbf70008b0eb1c7d79bfece91e,21/07/2024 13:53
394,Sandra,Miller,deanna00@rogers.com,+1-735-118-6882x999,IT,Coordinator,13/12/2016,77376.22,2215.08,EGP,17,0,3,Q3 2024,09/05/2024,05f033111d41b1dda5dd76c80e4e1864769ba28ba4d54c2d95df08de3ecbc996,04/04/2024 20:14
395,Julie,Hardy,qgarcia@yahoo.com,909-008-3649x6678,IT,Coordinator,11/12/2019,44739.56,3702.48,USD,25,8,3.46,Q1 2024,24/06/2024,95b3687a485c8245f4ce23d83eabbf451f6f235a6f75df2cca4227174c27fca8,15/04/2024 19:02
396,Debbie,Smith,roger90@franco.com,510-485-2946x812,Marketing,Executive,29/08/2019,100007.58,7979.97,USD,7,6,2.3,Q1 2024,06/07/2024,3b4b021eb198cf45e7f824dcfc1997f346540adfb3d7c6dc14ad59a44084ec5d,09/07/2024 18:24
397,Cody,Williams,lucasbeck@hotmail.com,+1-829-486-6829x649,Finance,Analyst,12/01/2024,112302.3,4908.35,USD,27,14,1.45,Q3 2024,27/09/2024,46d46d12a181f448da8441e011e600a02fb79d2a742c7cda926576878852eb1e,13/08/2024 16:50
398,Daniel,Evans,guerrakaylee@yahoo.com,(841)382-9776x6940,Finance,Analyst,25/10/2022,59765.33,5223.58,EUR,8,2,1.22,Q4 2023,30/01/2024,6a82c28917fbf1644e955567f0ad2c120cbf2085be393d00215cabb3e5502403,11/02/2024 17:31
399,Maria,Brewer,sarah12@hotmail.com,055.316.6701x96043,IT,Manager,20/11/2016,72656.87,2480.3,EUR,3,15,1.98,Q4 2023,19/08/2024,f1542bd29436dc02f736698dd569964bfc66651219dd7f1cddd9631f76ea8e31,02/07/2024 16:21
400,Vickie,Pierce,allensonia@kane.biz,(048)499-5936x15932,Marketing,Coordinator,28/02/2018,119238.52,9190.94,EGP,3,14,1.37,Q1 2024,14/01/2024,8b2f4dd64060fde27722bb7be85c38d2f91a80a924478e0c82bd58ea95ae4264,29/02/2024 19:53
